"stratum","hemisphere","i","j","k","x","y","z","hospa","hocpa"
"cortical","L",42,94,26,-12.5,55.5,-26.5,2,1
"cortical","L",48,44,45,-0.5,-44.5,11.5,0,30
"cortical","L",17,41,30,-62.5,-50.5,-18.5,2,16
"cortical","L",25,26,56,-46.5,-80.5,33.5,2,22
"cortical","L",44,69,74,-8.5,5.5,69.5,2,3
"cortical","L",22,87,42,-52.5,41.5,5.5,2,1
"cortical","L",47,73,39,-2.5,13.5,-0.5,2,27
"cortical","L",47,21,51,-2.5,-90.5,23.5,2,32
"cortical","L",17,67,31,-62.5,1.5,-16.5,2,11
"cortical","L",21,45,67,-54.5,-42.5,55.5,2,20
"cortical","L",28,81,62,-40.5,29.5,45.5,2,4
"cortical","L",37,51,28,-22.5,-30.5,-22.5,2,35
"cortical","L",48,55,61,-0.5,-22.5,43.5,2,30
"cortical","L",26,48,45,-44.5,-36.5,11.5,2,46
"cortical","L",34,33,36,-28.5,-66.5,-6.5,2,40
"cortical","L",38,99,43,-20.5,65.5,7.5,2,1
"cortical","L",28,63,68,-40.5,-6.5,57.5,2,7
"cortical","L",48,73,57,-0.5,13.5,35.5,2,29
"cortical","L",31,77,27,-34.5,21.5,-24.5,2,33
"cortical","L",47,35,62,-2.5,-62.5,45.5,2,31
"cortical","L",30,72,44,-36.5,11.5,9.5,2,41
"cortical","L",29,19,43,-38.5,-94.5,7.5,2,48
"cortical","L",20,56,21,-56.5,-20.5,-36.5,2,15
"cortical","L",38,55,76,-20.5,-22.5,73.5,2,7
"cortical","L",48,28,34,-0.5,-76.5,-10.5,0,36
"cortical","L",19,30,40,-58.5,-72.5,1.5,2,23
"cortical","L",48,88,42,-0.5,43.5,5.5,2,29
"cortical","R",62,64,14,27.5,-4.5,-50.5,13,37
"cortical","R",55,39,76,13.5,-54.5,73.5,13,18
"cortical","R",49,93,59,1.5,53.5,39.5,13,3
"cortical","R",60,16,32,23.5,-100.5,-14.5,13,48
"cortical","R",81,63,52,65.5,-6.5,25.5,13,17
"cortical","R",70,90,33,43.5,47.5,-12.5,13,1
"cortical","R",53,46,40,9.5,-40.5,1.5,13,30
"cortical","R",76,34,56,55.5,-64.5,33.5,13,22
"cortical","R",60,68,72,23.5,3.5,65.5,13,3
"cortical","R",79,45,28,61.5,-42.5,-22.5,13,16
"cortical","R",53,20,57,9.5,-92.5,35.5,13,48
"cortical","R",49,75,37,1.5,17.5,-4.5,13,27
"cortical","R",49,99,30,1.5,65.5,-18.5,13,1
"cortical","R",69,83,58,41.5,33.5,37.5,13,4
"cortical","R",78,67,29,59.5,1.5,-20.5,13,11
"cortical","R",49,54,60,1.5,-24.5,41.5,13,30
"cortical","R",72,52,67,47.5,-28.5,55.5,13,17
"cortical","R",74,29,38,51.5,-74.5,-2.5,13,23
"cortical","R",50,72,56,3.5,11.5,33.5,13,29
"cortical","R",49,28,41,1.5,-76.5,3.5,13,36
"cortical","R",65,68,45,33.5,3.5,11.5,13,2
"cortical","R",68,50,49,39.5,-32.5,19.5,13,43
"cortical","R",63,52,27,29.5,-28.5,-24.5,13,38
"cortical","R",50,37,57,3.5,-58.5,35.5,13,31
"cortical","R",62,99,45,27.5,65.5,11.5,13,1
"cortical","R",62,76,26,27.5,19.5,-26.5,13,33
"cortical","R",50,56,77,3.5,-20.5,75.5,13,7
"cortical","R",50,81,69,3.5,29.5,59.5,13,3
"cortical","R",64,30,65,31.5,-72.5,51.5,13,22
"cortical","R",60,34,32,23.5,-64.5,-14.5,13,40
"cortical","R",67,22,51,37.5,-88.5,23.5,13,22
"cortical","R",74,67,65,51.5,1.5,51.5,13,7
"central","L",48,46,25,-0.5,-40.5,-28.5,0,0
"central","L",42,68,59,-12.5,3.5,39.5,1,0
"central","L",41,38,54,-14.5,-56.5,29.5,1,0
"central","L",42,71,32,-12.5,9.5,-14.5,1,0
"central","L",27,54,42,-42.5,-24.5,5.5,1,0
"central","L",48,54,44,-0.5,-24.5,9.5,0,0
"central","L",47,35,38,-2.5,-62.5,-2.5,0,0
"central","L",34,53,58,-28.5,-26.5,37.5,1,0
"central","L",35,56,28,-26.5,-20.5,-22.5,1,0
"central","L",33,69,45,-30.5,5.5,11.5,1,0
"central","L",47,75,46,-2.5,17.5,13.5,1,0
"central","L",34,41,40,-28.5,-50.5,1.5,1,0
"central","L",48,58,30,-0.5,-16.5,-18.5,0,0
"central","L",39,61,38,-18.5,-10.5,-2.5,1,0
"central","L",44,46,36,-8.5,-40.5,-6.5,0,0
"central","L",45,56,55,-6.5,-20.5,31.5,1,0
"central","L",39,48,48,-18.5,-36.5,17.5,3,0
"central","L",35,59,49,-26.5,-14.5,19.5,1,0
"central","L",48,64,48,-0.5,-4.5,17.5,1,0
"central","L",31,49,34,-34.5,-34.5,-10.5,1,0
"central","L",42,47,58,-12.5,-38.5,37.5,1,0
"central","L",38,46,28,-20.5,-40.5,-22.5,0,0
"central","L",47,67,39,-2.5,1.5,-0.5,1,0
"central","L",30,46,50,-36.5,-40.5,21.5,1,0
"central","L",41,59,63,-14.5,-14.5,47.5,1,0
"central","L",48,42,44,-0.5,-48.5,9.5,0,0
"central","L",34,66,55,-28.5,-0.5,31.5,1,0
"central","L",30,59,35,-36.5,-14.5,-8.5,1,0
"central","L",40,71,50,-16.5,9.5,21.5,1,0
"central","L",34,67,34,-28.5,1.5,-10.5,1,0
"central","L",39,73,40,-18.5,13.5,1.5,1,0
"central","L",44,39,31,-8.5,-54.5,-16.5,0,0
"central","R",49,46,25,1.5,-40.5,-28.5,0,0
"central","R",54,63,62,11.5,-6.5,45.5,12,0
"central","R",51,73,35,5.5,13.5,-8.5,12,0
"central","R",61,40,49,25.5,-52.5,19.5,12,0
"central","R",67,57,36,37.5,-18.5,-6.5,12,0
"central","R",49,55,44,1.5,-22.5,9.5,0,0
"central","R",63,68,48,29.5,3.5,17.5,12,0
"central","R",49,36,38,1.5,-60.5,-2.5,0,0
"central","R",64,54,55,31.5,-24.5,31.5,12,0
"central","R",54,60,27,11.5,-12.5,-24.5,0,0
"central","R",49,72,50,1.5,11.5,21.5,12,0
"central","R",58,46,37,19.5,-40.5,-4.5,12,0
"central","R",56,45,60,15.5,-42.5,41.5,12,0
"central","R",61,67,34,25.5,1.5,-10.5,13,0
"central","R",67,49,45,37.5,-34.5,11.5,12,0
"central","R",51,45,49,5.5,-42.5,19.5,12,0
"central","R",54,62,51,11.5,-8.5,23.5,14,0
"central","R",60,57,44,23.5,-18.5,9.5,12,0
"central","R",49,63,37,1.5,-6.5,-4.5,0,0
"central","R",59,51,27,21.5,-30.5,-24.5,13,0
"central","R",52,54,58,7.5,-24.5,37.5,12,0
"central","R",53,54,35,9.5,-24.5,-8.5,0,0
"central","R",49,46,40,1.5,-40.5,1.5,0,0
"central","R",56,69,42,15.5,5.5,5.5,12,0
"central","R",53,40,31,9.5,-52.5,-16.5,0,0
"central","R",57,69,56,17.5,5.5,33.5,12,0
"central","R",59,49,49,21.5,-34.5,19.5,14,0
"central","R",54,38,54,11.5,-56.5,29.5,12,0
"central","R",63,63,55,29.5,-6.5,31.5,12,0
"central","R",65,64,41,33.5,-4.5,3.5,12,0
"central","R",49,65,45,1.5,-2.5,11.5,12,0
"central","R",65,49,34,33.5,-34.5,-10.5,12,0
