"stratum","hemisphere","i","j","k","x","y","z","hospa","hocpa"
"cortical","L",42,19,55,-6,-88,38,2,32
"cortical","L",33,65,71,-24,4,70,2,3
"cortical","L",13,49,28,-64,-28,-16,2,12
"cortical","L",42,70,29,-6,14,-14,2,27
"cortical","L",18,44,63,-54,-38,54,2,19
"cortical","L",23,81,53,-44,36,34,2,4
"cortical","L",20,27,28,-50,-72,-16,2,23
"cortical","L",42,37,48,-6,-52,24,2,30
"cortical","L",26,61,35,-38,-4,-2,2,2
"cortical","L",30,94,42,-30,62,12,2,1
"cortical","L",43,76,46,-4,26,20,2,29
"cortical","L",26,48,47,-38,-30,22,2,43
"cortical","L",30,17,43,-30,-92,14,2,48
"cortical","L",44,52,72,-2,-22,72,2,7
"cortical","L",28,28,61,-34,-70,50,2,22
"cortical","L",43,28,35,-4,-70,-2,2,36
"cortical","L",42,77,66,-6,28,60,2,3
"cortical","L",17,66,21,-56,6,-30,2,8
"cortical","L",32,50,63,-26,-26,54,2,7
"cortical","L",37,55,23,-16,-16,-26,2,34
"cortical","L",15,40,40,-60,-46,8,2,20
"cortical","L",25,67,57,-40,8,42,2,4
"cortical","R",59,60,12,28,-6,-48,13,37
"cortical","R",52,35,72,14,-56,72,13,18
"cortical","R",50,90,58,10,54,44,13,1
"cortical","R",56,13,30,22,-100,-12,13,48
"cortical","R",77,60,49,64,-6,26,13,17
"cortical","R",46,90,24,2,54,-24,13,1
"cortical","R",47,41,40,4,-44,8,13,30
"cortical","R",76,38,28,62,-50,-16,13,16
"cortical","R",56,64,72,22,2,72,13,3
"cortical","R",69,84,38,48,42,4,13,1
"cortical","R",70,29,53,50,-68,34,13,22
"cortical","R",46,20,53,2,-86,34,13,32
"cortical","R",46,62,50,2,-2,28,12,29
"cortical","R",75,66,26,60,6,-20,13,8
"cortical","R",70,47,65,50,-32,58,13,17
"cortical","R",50,69,29,10,12,-14,13,27
"cortical","R",66,75,56,42,24,40,13,4
"cortical","R",63,55,36,36,-16,0,13,2
"cortical","R",47,82,42,4,38,12,13,29
"cortical","R",46,47,60,2,-32,48,13,30
"cortical","R",59,33,28,28,-60,-16,13,39
"cortical","R",56,96,37,22,66,2,13,1
"cortical","R",69,22,37,48,-82,2,13,23
"cortical","R",74,43,44,58,-40,16,13,20
"cortical","R",46,25,37,2,-76,2,13,36
"cortical","R",63,47,22,36,-32,-28,13,38
"cortical","R",48,73,62,6,20,52,13,3
"cortical","R",61,74,18,32,22,-36,13,8
"cortical","R",65,69,42,40,12,12,12,41
"cortical","R",58,25,61,26,-76,50,13,22
"cortical","R",56,31,46,22,-64,20,13,47
"cortical","R",69,62,62,48,-2,52,13,7
"central","L",39,45,22,-12,-36,-28,0,0
"central","L",40,56,61,-10,-14,50,1,0
"central","L",42,72,35,-6,18,-2,1,0
"central","L",33,36,46,-24,-54,20,1,0
"central","L",28,56,38,-34,-14,4,1,0
"central","L",44,50,45,-2,-26,18,1,0
"central","L",35,68,50,-20,10,28,1,0
"central","L",43,33,33,-4,-60,-6,0,0
"central","L",43,57,31,-4,-12,-10,0,0
"central","L",29,50,52,-32,-26,32,1,0
"central","L",30,42,33,-30,-42,-6,2,0
"central","L",39,42,57,-12,-42,42,1,0
"central","L",33,65,30,-24,4,-12,2,0
"central","L",41,62,42,-8,-2,12,3,0
"central","L",41,46,35,-8,-34,-2,0,0
"central","L",33,54,24,-24,-18,-24,1,0
"central","L",43,66,25,-4,6,-22,0,0
"central","L",27,60,48,-36,-6,24,1,0
"central","L",34,47,43,-22,-32,14,1,0
"central","L",30,66,40,-30,6,8,1,0
"central","L",44,71,46,-2,16,20,1,0
"central","L",38,57,51,-14,-12,30,1,0
"central","L",41,41,47,-8,-44,22,1,0
"central","L",37,38,28,-16,-50,-16,0,0
"central","L",27,50,31,-36,-26,-10,1,0
"central","L",35,54,33,-20,-18,-6,1,0
"central","L",36,38,38,-18,-50,4,1,0
"central","L",26,47,39,-38,-32,6,1,0
"central","L",35,50,58,-20,-26,44,1,0
"central","L",42,64,53,-6,2,34,1,0
"central","L",28,43,47,-34,-40,22,1,0
"central","L",35,55,42,-20,-16,12,1,0
"central","R",54,53,22,18,-20,-28,0,0
"central","R",51,55,61,12,-16,50,12,0
"central","R",57,35,43,24,-56,14,12,0
"central","R",49,73,40,8,20,8,14,0
"central","R",62,57,41,34,-12,10,12,0
"central","R",46,36,28,2,-54,-16,0,0
"central","R",46,49,45,2,-28,18,12,0
"central","R",46,67,26,2,8,-20,0,0
"central","R",60,45,54,30,-36,36,12,0
"central","R",56,66,52,22,6,32,12,0
"central","R",62,44,31,34,-38,-10,13,0
"central","R",46,55,33,2,-16,-6,0,0
"central","R",58,65,31,26,4,-10,13,0
"central","R",46,61,48,2,-4,24,12,0
"central","R",64,45,43,38,-36,14,12,0
"central","R",46,34,40,2,-58,8,13,0
"central","R",51,45,35,12,-36,-2,13,0
"central","R",52,37,53,14,-52,34,12,0
"central","R",63,55,30,36,-16,-12,12,0
"central","R",61,56,52,32,-14,32,12,0
"central","R",52,62,39,14,-2,6,12,0
"central","R",53,43,24,16,-40,-24,0,0
"central","R",60,67,43,30,8,14,12,0
"central","R",50,48,54,10,-30,36,12,0
"central","R",55,52,45,20,-22,18,12,0
"central","R",53,43,46,16,-40,20,12,0
"central","R",49,71,49,8,16,26,12,0
"central","R",55,54,36,20,-18,0,12,0
"central","R",51,61,29,12,-4,-14,0,0
"central","R",53,58,53,16,-10,34,12,0
"central","R",46,66,35,2,6,-2,13,0
"central","R",58,39,36,26,-48,0,12,0
